"word","cefr_level","total_frequency"
"ring","A2","68441397"
"grow","A1","68422524"
"confidence","B1","68332217"
"twelve","A1","68327795"
"pieces","A1","68272742"
"ran","A1","68221073"
"latter","A2","68213668"
"goals","A1","68192385"
"stream","B1","68186786"
"permitted","B1","68168897"
"noise","A1","68130365"
"exports","B2","68078465"
"frame","A2","68043687"
"roads","A2","68027922"
"parameters","B1","67997512"
"belief","B1","67956075"
"intelligence","A2","67929311"
"care","B1","67904509"
"estimate","B2","67884762"
"instructions","B1","67868652"
"travel","A2","67866430"
"contrary","B1","67859117"
"parliament","B2","67842009"
"finished","A1","67828657"
"magnetic","A2","67825073"
"eventually","B1","67764937"
"florida","A2","67709942"
"recommendations","B2","67619254"
"ad","B1","67611237"
"careful","A1","67494540"
"ships","A2","67461528"
"earnings","B2","67410710"
"familiar","A2","67399906"
"train","A1","67346295"
"forty","A1","67342600"
"operated","A2","67278983"
"thick","A1","67209523"
"opposition","B1","67172462"
"queen","A2","67160621"
"departments","B1","67157130"
"transition","B2","67145844"
"control","B1","67144540"
"widely","A2","67126602"
"corner","A1","67093766"
"watch","A1","67086899"
"vote","A1","67072358"
"arrangement","B1","67071997"
"european","A2","67043750"
"grants","B1","67038467"
"asia","A2","66960024"
"absolute","B1","66951560"
"wilson","A2","66878004"
"francisco","A2","66867456"
"sight","A1","66838335"
"tool","A1","66778631"
"constitutional","A2","66751368"
"chain","A2","66690862"
"thousands","A2","66689711"
"objectives","B1","66680919"
"crisis","B1","66665220"
"vessel","B1","66652648"
"movements","B1","66596247"
"machines","A1","66566879"
"narrow","B1","66564657"
"psychology","B2","66563965"
"household","B1","66551871"
"mean","A2","66550305"
"respondent","A2","66497658"
"alcohol","B1","66491564"
"parent","A1","66463243"
"creek","B2","66309670"
"comprehensive","B2","66268346"
"enforcement","A2","66214906"
"transmission","B2","66151968"
"continuing","A2","66148727"
"registered","B1","66041386"
"sons","A1","65949906"
"oxygen","B1","65943089"
"looks","A1","65938728"
"circle","A1","65931370"
"perspective","B2","65919812"
"deal","B1","65893720"
"claimed","A2","65886166"
"treasury","A2","65868741"
"literary","B1","65819925"
"gray","A1","65817690"
"yet","B1","65742983"
"census","A2","65669788"
"pipe","B1","65660044"
"allows","A2","65614089"
"ahead","A2","65579177"
"degrees","A2","65579010"
"committed","B1","65572646"
"observation","B1","65556332"
"contemporary","B2","65541951"
"electron","B1","65517512"
"sitting","A1","65470061"
"holy","B1","65397357"
"birds","A1","65333476"
"images","A2","65332185"
"preliminary","B2","65259043"
"profits","B2","65226010"
"behalf","B1","65131096"
"programme","A1","65101612"
"leads","A2","64983723"
"ibid","A2","64969884"
"thereby","A2","64951639"
"williams","A1","64951639"
"concluded","B1","64941019"
"wire","B1","64869568"
"vehicles","B1","64864762"
"ended","A1","64849508"
"indians","A1","64844368"
"ideal","A1","64758980"
"obviously","B1","64729521"
"mill","B2","64727184"
"tend","B1","64712983"
"flat","B1","64655086"
"illustrated","B2","64616013"
"pursuant","A2","64604889"
"preceding","B2","64593741"
"raise","A2","64569533"
"client","B2","64537410"
"counties","B1","64517119"
"theoretical","A2","64494440"
"brown","A1","64485187"
"novel","A2","64482402"
"resulted","A2","64447676"
"dc","A2","64417431"
"mile","B1","64416721"
"bills","A2","64401565"
"controls","A2","64387239"
"el","A2","64359072"
"license","A2","64357820"
"visual","B1","64338392"
"symptoms","B1","64311644"
"handling","A2","64291044"
"slow","A1","64285671"
"appeals","B1","64245977"
"fed","A2","64113140"
"couple","A2","64099131"
"falls","A2","64097504"
"customers","A2","64097179"
"owners","A1","64065366"
"pleasure","A1","64016354"
"clay","A2","63984261"
"constructed","B1","63981874"
"plain","B1","63967665"
"wheat","B2","63953928"
"seeing","A1","63909664"
"stability","B2","63908666"
"later","B2","63876685"
"mutual","B1","63840263"
"reporting","A2","63804032"
"drive","A1","63781719"
"middle","A1","63752358"
"manufacturers","B2","63748128"
"shop","A1","63727394"
"helped","A1","63695939"
"aside","B1","63675834"
"mere","B1","63625692"
"web","A2","63623745"
"unknown","A2","63614181"
"stages","A1","63579756"
"applicant","B2","63544283"
"on","A2","63533895"
"witness","B2","63510520"
"elsewhere","A2","63494662"
"similarly","B1","63479803"
"satisfactory","B2","63474492"
"famous","A1","63472534"
"twice","A2","63422344"
"reactions","B2","63396987"
"baby","A1","63362376"
"biological","B2","63345446"
"demonstrated","B1","63289883"
"lee","A2","63287183"
"complaint","A2","63202939"
"limitations","B1","63190947"
"imports","B2","63151807"
"framework","A2","63143370"
"mixture","B2","63107985"
"willing","B2","63084891"
"pair","A1","63082465"
"ocean","B1","63047467"
"appointment","A2","63021954"
"concepts","B1","63010441"
"velocity","A2","62913337"
"soldiers","A2","62852101"
"situations","A2","62831794"
"approaches","B1","62755722"
"universal","B2","62742315"
"categories","B1","62733832"
"wants","A2","62711632"
"independence","A2","62710979"
"planned","A2","62706784"
"linear","A2","62607139"
"over","A2","62606637"
"considering","B2","62603249"
"cited","B2","62577651"
"spiritual","B1","62569973"
"rooms","A2","62561442"
"consequences","A2","62540558"
"bone","A1","62522873"
"angeles","A2","62516596"
"exposed","B1","62484383"
"caught","A1","62466962"
"returns","A2","62444118"
"transferred","B1","62387262"
"happen","A1","62367028"
"fort","A2","62339071"
"agreements","B1","62322432"
"in","A2","62246118"
"refused","B1","62234002"
"ireland","A2","62183524"
"requested","A2","62146923"
"province","B2","62045770"
"registration","B1","62027157"
"rare","B1","62017737"
"seat","A1","61976539"
"onto","B1","61963185"
"users","B2","61941160"
"supposed","B1","61914685"
"imposed","B2","61874516"
"joined","A1","61855648"
"induced","B1","61811848"
"homes","A1","61797031"
"shot","A2","61733964"
"empire","B1","61694154"
"practically","B2","61655054"
"abstract","B1","61606975"
"damages","B1","61559411"
"q","A2","61536537"
"stores","A2","61500746"
"draw","A1","61433623"
"dog","A1","61412639"
"formula","B1","61391897"
"composed","B1","61379026"
"debate","A2","61374935"
"permission","A2","61370594"
"male","A2","61355965"
"mid","A2","61273099"
"arranged","B1","61262467"
"rocks","B1","61252343"
"crops","B1","61225661"
"aspect","B1","61218902"
"amendments","A1","61205451"
"operator","B2","61182022"
"univ","A2","61176906"
"turning","B1","61167864"
"normally","B1","61165402"
"heads","A1","61164669"
"corporations","B2","61120583"
"ann","A2","61119361"
"troops","B2","61117524"
"consequently","B1","61057803"
"vi","A2","61052554"
"branches","A2","61049036"
"ml","A2","61001987"
"associations","A2","60975345"
"adjustment","B2","60971704"
"ma","A2","60963378"
"focus","B2","60938372"
"ex","A2","60924075"
"occasion","B1","60776706"
"mines","A2","60743944"
"wait","A1","60732253"
"realized","A2","60684627"
"thoughts","A2","60679035"
"designated","A2","60678638"
"retirement","B2","60591914"
"leaves","A1","60573753"
"expenditures","A2","60525922"
"patent","A2","60518337"
"besides","B1","60503720"
"arrangements","B1","60494279"
"cattle","B1","60486113"
"seeking","A2","60465825"
"furthermore","B1","60456062"
"legislature","B2","60431164"
"temperatures","A2","60426891"
"meat","A1","60399327"
"subsection","A2","60371409"
"partly","A2","60325038"
"magazine","A1","60320451"
"probability","B1","60299427"
"stands","A1","60204829"
"commonly","B1","60180913"
"apparatus","A2","60141017"
"modified","B1","60121996"
"armed","A2","60078171"
"italian","B1","60067763"
"responses","A2","60020920"
"repeated","A1","60017776"
"answered","A1","59890540"
"evolution","B2","59887954"
"mortgage","B2","59866444"
"infection","B1","59820837"
"selling","A1","59819775"
"improvements","B1","59818163"
"root","A2","59814063"
"star","A1","59769948"
"accurate","B1","59748556"
"extreme","B1","59737581"
"recognize","B1","59737410"
"miller","A2","59720211"
"incorporated","B1","59709544"
"option","B1","59694380"
"worker","A1","59678385"
"salary","B2","59636331"
"settled","B1","59628374"
"good","B2","59592805"
"characters","A1","59586618"
"readily","B2","59452437"
"jack","A2","59411788"
"conclusions","B1","59350900"
"creating","A2","59343565"
"check","A2","59287551"
"instances","B1","59229001"
"supplied","B1","59224784"
"beauty","A2","59222634"
"ownership","A2","59214073"
"corn","A1","59208743"
"naval","B2","59193760"
"compounds","B1","59171546"
"equations","B2","59150168"
"shared","A1","59148243"
"mostly","A2","59146724"
"prince","A1","59140701"
"equivalent","A2","59130808"
"mineral","B1","59105577"
"weak","A2","59091804"
"heating","A2","59083548"
"streets","A1","59073794"
"acquisition","B2","59065692"
"oral","B2","59062388"
"centers","A2","59053931"
"extend","B1","59040886"
"involves","B1","59029376"
"sit","A1","59027832"
"peak","B2","59018959"
"bulletin","B1","58989319"
"qualified","B1","58988231"
"draft","B2","58967054"
"vertical","A2","58962624"
"originally","B2","58881059"
"ball","A1","58842921"
"exceed","B2","58833952"
"dangerous","A2","58808989"
"report","B1","58774845"
"stable","B1","58771171"
"d","A2","58766777"
"strategies","A2","58741667"
"attempts","A2","58660849"
"id","A2","58649967"
"register","B1","58644444"
"funding","B1","58635995"
"announced","B1","58627385"
"particles","B2","58617828"
"evident","B1","58576816"
"proceeding","B1","58572641"
"coverage","A2","58570848"
"namely","A2","58538358"
"tested","A2","58497752"
"unemployment","B1","58487349"
"continues","A2","58482231"
"psychological","B1","58461297"
"enable","B1","58396017"
"addressed","A2","58378239"
"publishing","A2","58362935"
"eat","A1","58348513"
"cutting","A2","58347483"
"track","A2","58334076"
"obligations","B2","58286911"
"begins","A1","58257442"
"faculty","B2","58249148"
"partial","B1","58243870"
"joint","B2","58239459"
"ft","A2","58233594"
"prescribed","B2","58222544"
"academy","B1","58197242"
"enterprise","B2","58178906"
"chemistry","B1","58156904"
"tel","A2","58138023"
"intensity","A2","58126007"
"manufacture","B2","58125660"
"sharp","B1","58120004"
"flowers","A1","58101381"
"massachusetts","A2","58100693"
"burden","B1","58066748"
"repair","A2","58023750"
"rice","A1","57883929"
"transactions","A2","57860888"
"playing","A1","57860883"
"variable","A2","57842279"
"poetry","B1","57818003"
"res","A1","57795860"
"driven","A1","57792080"
"accordingly","B2","57758843"
"german","A2","57739523"
"naturally","B1","57726598"
"copyright","B1","57708155"
"binding","B2","57707017"
"developments","B1","57700596"
"replied","A2","57633232"
"feelings","A1","57609768"
"panel","B2","57563230"
"outstanding","B1","57529829"
"lead","A2","57494908"
"warm","A1","57473828"
"reflect","A2","57426974"
"pulled","A2","57402131"
"taught","A1","57376429"
"separation","B1","57375717"
"boat","A1","57354633"
"audience","A2","57320453"
"evil","B2","57305602"
"ourselves","A2","57283081"
"purchased","B2","57264539"
"fill","A1","57251292"
"societies","A2","57219668"
"pictures","A2","57208444"
"join","A1","57186643"
"abuse","B2","57077792"
"intellectual","B2","57052477"
"violation","A2","57021604"
"plates","A2","57015268"
"strange","A1","56978794"
"gentleman","B1","56897554"
"raw","A2","56895416"
"specimens","A2","56874282"
"customer","A2","56866426"
"customs","B1","56847079"
"occupied","B1","56725603"
"corps","A2","56717485"
"il","A2","56639686"
"knowing","A1","56632523"
"bear","A2","56624725"
"utility","B2","56576845"
"bible","A2","56561491"
"committees","A2","56521027"
"jersey","A2","56494003"
"principal","B2","56476686"
"decide","A2","56474317"
"windows","A1","56465854"
"examine","B1","56445070"
"quick","A2","56443356"
"physics","B1","56410662"
"essentially","B2","56401207"
"accompanied","B1","56395580"
"diagnosis","A2","56372457"
"atlantic","B1","56351190"
"covering","A1","56345504"
"won","A2","56333345"
"finds","A1","56333181"
"manual","B2","56323942"
"outer","B1","56311825"
"deputy","B2","56288970"
"nursing","A2","56276473"
"towns","A1","56232304"
"spain","A2","56221832"
"revealed","A2","56218615"
"conversation","A1","56183344"
"latin","A2","56174670"
"while","B1","56101469"
"afternoon","A1","56053034"
"beach","A1","56019471"
"presents","A2","56012096"
"free","A2","55974264"
"collective","A2","55906996"
"tendency","B1","55849801"
"errors","A2","55782583"
"whenever","B1","55778912"
"spread","B2","55770715"
"founded","B2","55767645"
"song","A1","55758040"
"gift","A1","55748624"
"doctrine","A2","55719062"
"constitute","B1","55700478"
"monitoring","B1","55666725"
"acute","B2","55664005"
"asking","A1","55660563"
"argued","A2","55655610"
"z","A2","55610384"
"wealth","A2","55600129"
"investigations","B1","55573365"
"bright","A1","55541975"
"factory","A1","55538714"
"t","B1","55534662"
"neck","A1","55525655"
"released","A2","55522444"
"desirable","B2","55461451"
"atmosphere","B1","55443729"
"writers","A1","55412981"
"driving","A1","55379450"
"matrix","A2","55355226"
"defendants","A1","55333696"
"compliance","A2","55243233"
"mountains","A1","55241417"
"arthur","A2","55219046"
"fax","B1","55205024"
"substantially","A2","55188120"
"statistical","A2","55175858"
"distinction","B1","55168491"
"min","A2","55159397"
"climate","B1","55112710"
"bell","A1","55112661"
"intention","B1","55111257"
"distinguished","B2","55108735"
"languages","A1","55107929"
"league","B1","55073302"
"lose","A2","55034194"
"iowa","A2","54938253"
"exhibit","B2","54923992"
"functional","B2","54892428"
"spot","A1","54857620"
"davis","A2","54785279"
"assist","B1","54778638"
"conventional","B2","54746633"
"readers","A1","54717401"
"gradually","A2","54711237"
"participants","B1","54671475"
"pollution","A1","54660978"
"effectively","B2","54624983"
"truly","A2","54609140"
"mills","B2","54570707"
"host","A2","54561575"
"border","B1","54558077"
"remarks","B1","54535929"
"representing","A2","54533889"
"advantages","A2","54499594"
"guard","A2","54486001"
"struggle","B1","54468204"
"taylor","A2","54408682"
"secured","B1","54383357"
"newspaper","A1","54373437"
"quantities","B1","54372141"
"criticism","B2","54368086"
"adults","A2","54363308"
"rent","A2","54347952"
"variations","B2","54338539"
"translation","B2","54337022"
"preferred","A2","54336977"
"films","A2","54309676"
"democracy","B1","54299965"
"grew","A1","54292693"
"trip","A1","54286253"
"prevention","B2","54271045"
"rome","A2","54248460"
"depending","A2","54132159"
"dynamic","B2","54124509"
"muscle","B1","54070538"
"residence","B2","54049742"
"ph","B2","54049075"
"superintendent","B2","54008795"
"sunday","A1","53941368"
"directions","A2","53927600"
"filing","A2","53895421"
"ages","A1","53885905"
"competitive","B1","53872895"
"closer","A1","53852251"
"proposals","B1","53843767"
"lease","B2","53801380"
"sensitive","B2","53797260"
"managers","A2","53787771"
"place","B1","53779502"
"study","A1","53768748"
"promote","B1","53758056"
"supporting","A2","53749881"
"presentation","B1","53742934"
"obligation","B2","53724597"
"consequence","A2","53724264"
"serving","A2","53698204"
"dinner","A1","53662468"
"elizabeth","A2","53653140"
"banking","A2","53635210"
"sweet","A1","53618377"
"increasingly","B1","53604745"
"holds","A1","53586357"
"canal","B1","53574707"
"discovery","B1","53569168"
"conversion","B2","53538053"
"wine","A2","53532439"
"thou","A2","53527013"
"link","B1","53516078"
"satisfied","B1","53506710"
"replaced","A2","53498793"
"break","A1","53414806"
"personality","A2","53410823"
"describes","A1","53398719"
"terminal","B1","53389384"
"ll","A2","53385091"
"definite","B1","53342748"
"voltage","A2","53312578"
"beam","B2","53305465"
"vast","B1","53286988"
"bringing","A1","53258531"
"sub","A2","53197991"
"informed","B1","53187878"
"administrator","A2","53182379"
"dollar","A1","53174746"
"thanks","A1","53160216"
"vary","B1","53158403"
"ending","A2","53153790"
"reducing","B1","53137729"
"equity","B2","53111931"
"wisconsin","A2","53110560"
"end","A2","53107823"
"generated","B1","53104365"
"petroleum","A2","53098536"
"soc","A2","53095677"
"assumption","B2","53086716"
"considerations","B1","53067718"
"vital","B2","53059599"
"separated","B1","53055466"
"managed","A2","52986715"
"requiring","B1","52975850"
"snow","A1","52967840"
"adding","A1","52935869"
"automatic","A2","52904852"
"front","A1","52877293"
"depend","A2","52873466"
"rising","B1","52871276"
"prepare","A2","52858843"
"ltd","A2","52835389"
"fishing","A1","52833622"
"opposed","A2","52829886"
"lie","A2","52797756"
"grace","A2","52721857"
"eggs","A1","52634887"
"employers","B2","52628277"
"emotional","B1","52608503"
"poverty","B1","52608116"
"crown","A2","52590964"
"weekly","A2","52585026"
"accuracy","B1","52558406"
"integration","A2","52519341"
"axis","B2","52509967"
"coffee","A1","52499155"
"behaviour","A2","52498280"
"communist","B1","52486485"
"valid","B2","52478887"
"statutory","A2","52438042"
"liberal","B2","52432839"
"partnership","B2","52412615"
"slight","B2","52391435"
"basin","B1","52355551"
"dr","A1","52327149"
"legs","A1","52189692"
"rubber","B1","52189098"
"answers","A1","52143579"
"ny","A2","52133027"
"discrimination","B1","52108093"
"interview","A1","52090840"
"brothers","A1","52057205"
"calling","A1","52042587"
"spend","A1","52035432"
"jackson","A2","52013328"
"hole","A1","52013065"
"integrated","B2","51978499"
"share","A1","51962141"
"treasurer","A2","51926492"
"temple","A1","51916580"
"gets","A1","51901558"
"width","B2","51889142"
"prison","B1","51863021"
"acceptance","B1","51846384"
"characteristic","B2","51842624"
"teeth","A1","51805827"
"visible","B1","51803292"
"thickness","B2","51798452"
"rs","A1","51761055"
"lewis","A2","51758657"
"submit","B2","51748487"
"applies","A2","51671571"
"colonial","B2","51669451"
"cable","B2","51668686"
"payable","A1","51662007"
"dose","B2","51608008"
"tone","A2","51601732"
"plays","A1","51600553"
"ave","A2","51514266"
"parallel","B1","51501270"
"libraries","A1","51484216"
"options","B1","51431588"
"devoted","B2","51425849"
"rain","A1","51414559"
"retail","B1","51376546"
"express","B1","51358080"
"pension","B2","51333665"
"elementary","A1","51323937"
"mg","A2","51317696"
"uk","A2","51230356"
"appropriation","A2","51212795"
"minority","B1","51162286"
"fifteen","A1","51080012"
"cup","A1","51002455"
"feed","A1","50999201"
"define","B1","50941449"
"shift","B2","50921910"
"putting","A1","50909328"
"unions","B1","50907992"
"divine","B1","50893579"
"formerly","B2","50889286"
"loved","A1","50846450"
"truck","A1","50836709"
"pa","B2","50800366"
"huge","B1","50799250"
"worse","A2","50796960"
"defence","B1","50777737"
"partner","A1","50756452"
"screen","A2","50745191"
"liberty","A2","50738869"
"hydrogen","A2","50728344"
"dropped","A1","50727271"
"scott","A2","50721750"
"physician","B2","50690080"
"deposit","B1","50672758"
"horses","A1","50652278"
"cooperative","B2","50647784"
"fighting","B2","50624226"
"protected","B1","50603842"
"waves","A2","50580216"
"execution","B2","50579580"
"marks","A2","50567508"
"fit","B1","50552866"
"weapons","B1","50528557"
"colorado","A2","50519984"
"implications","B2","50502653"
"identical","B2","50490130"
"satisfaction","B1","50453361"
"appellant","A2","50453282"
"irish","B1","50431043"
"statutes","A1","50420521"
"duration","A2","50378902"
"associate","B1","50372705"
"abroad","A2","50361435"
"mechanisms","A2","50347742"
"exact","B1","50340357"
"molecular","A2","50325393"
"reflected","A2","50312908"
"trained","A1","50289170"
"strategic","B1","50279097"
"considerably","B2","50277075"
"jews","B2","50251869"
"threat","B1","50242294"
"challenge","A2","50163793"
"consciousness","B2","50129384"
"spectrum","A2","50106112"
"soils","B1","50092284"
"taxation","B1","49997779"
"tank","B1","49992053"
"judicial","A2","49944361"
"supervision","B2","49923433"
"municipal","A2","49898809"
"inquiry","B1","49807802"
"heaven","B1","49773109"
"bird","A1","49752383"
"nitrogen","A2","49724636"
"fail","A2","49692850"
"comparative","A2","49661795"
"guidance","B1","49653326"
"begun","A1","49636219"
"subsequently","A2","49609682"
"australian","B1","49607186"
"jewish","A2","49556706"
"drink","A1","49506534"
"forming","A2","49485586"
"absorption","A2","49479973"
"empty","A2","49470004"
"trend","B1","49460649"
"grass","A1","49392453"
"concentrations","B1","49355116"
"du","A2","49353687"
"intermediate","B1","49348469"
"absolutely","B1","49341437"
"encourage","A2","49305156"
"trends","B1","49301801"
"walter","A2","49299788"
"reserved","B1","49276118"
"commitment","A2","49272115"
"kill","A1","49252504"
"sound","B2","49241140"
"younger","A1","49235748"
"striking","B2","49234488"
"breath","B1","49211172"
"priority","B2","49210758"
"missouri","A2","49199642"
"circulation","A2","49164500"
"timber","A2","49150070"
"completion","B2","49135440"
"involve","B1","49119060"
"contribute","B1","49087882"
"smooth","A2","49014475"
"typically","B1","48976122"
"edited","B2","48967432"
"hospitals","A1","48933851"
"ct","A2","48923503"
"plasma","A2","48878155"
"depression","B1","48867649"
"feeding","A2","48864017"
"frequent","B1","48859086"
"bought","A1","48852292"
"recording","B1","48851582"
"adoption","B2","48837570"
"hereby","A2","48802140"
"quoted","B2","48793673"
"sodium","A2","48792951"
"delay","A2","48786377"
"commonwealth","B2","48761810"
"domain","A2","48748785"
"effectiveness","B2","48709355"
"yes","A1","48704132"
"wear","A1","48687609"
"rendered","B1","48686914"
"restricted","B1","48678749"
"intent","B2","48672194"
"dance","A1","48665442"
"alexander","A2","48665258"
"golden","A2","48655524"
"extending","B1","48652734"
"tv","A1","48634678"
"deemed","B2","48615360"
"classical","B1","48613762"
"entrance","A2","48605107"
"judges","A2","48559719"
"unusual","A2","48540975"
"kitchen","A1","48525371"
"suffering","B2","48518696"
"optical","A2","48509157"
"destruction","B1","48508799"
"check","A1","48496378"
"fault","A2","48484064"
"compare","A2","48467712"
"enjoy","A1","48457764"
"beneath","B1","48440924"
"refers","A2","48419061"
"architecture","A2","48417723"
"underlying","A1","48407704"
"classified","B1","48381809"
"colour","A1","48371535"
"establishing","A2","48363938"
"restrictions","B2","48330039"
"dimensions","B2","48328116"
"shoulder","A1","48320336"
"wise","A2","48313772"
"lying","A2","48302160"
"digital","B1","48280763"
"metals","A2","48279662"
"dna","B2","48248392"
"financing","B1","48230866"
"tasks","A2","48219916"
"indiana","A1","48192774"
"analyses","B1","48176293"
"row","A1","48169573"
"arguments","A2","48147187"
"address","B1","48145989"
"offering","A2","48143769"
"volumes","B1","48140227"
"georgia","A2","48137360"
"trading","B1","48133422"
"pretty","A2","48118882"
"sky","A1","48113104"
"telling","A1","48098716"
"official","B2","48097285"
"destroyed","A2","48088505"
"cook","A1","48041884"
"proceed","B1","48025125"
"exclusive","B1","48009916"
"minnesota","A2","47984930"
"strain","B1","47976019"
"allowing","A2","47961201"
"fellow","B1","47936924"
"liable","A2","47932291"
"correlation","A2","47918962"
"sufficiently","B2","47917987"
"respective","B1","47872797"
"gun","A2","47865610"
"realize","A2","47794714"
"guilty","B1","47794612"
"carriers","A1","47790708"
"furnished","B1","47790284"
"paying","A1","47788110"
"surgery","B1","47782589"
"rank","B1","47774281"
"occasionally","B1","47769882"
"freight","A2","47769328"
"import","B2","47755954"
"attitudes","A2","47752941"
"face","A2","47749529"
"fashion","A2","47735899"
"clark","A2","47735527"
"thermal","A2","47733451"
"consisting","A2","47728945"
"era","B1","47721574"
"theories","B1","47708376"
"consumers","B1","47689583"
"ore","A2","47680474"
"advisory","B1","47677108"
"dust","A2","47653087"
"files","A2","47614440"
"objective","B1","47594897"
"ch","A2","47543924"
"gender","A2","47542998"
"commissioners","B2","47535888"
"quiet","A1","47528397"
"silence","A2","47505234"
"adjacent","A2","47487409"
"com","A2","47476813"
"boards","A2","47454859"
"arise","B1","47402239"
"accomplished","B1","47399753"
"witnesses","B1","47396614"
"maps","A1","47370913"
"wet","A2","47368794"
"residents","B1","47255614"
"russian","A2","47237065"
"unlike","B2","47224508"
"farms","A1","47220869"
"surfaces","B1","47212998"
"decline","B1","47186952"
"smile","A1","47164471"
"shaped","A2","47134759"
"wells","A1","47134188"
"solar","B2","47129930"
"bus","A1","47119011"
"occupation","A2","47103285"
"tom","A2","47089934"
"spite","B2","47076901"
"disposal","B2","47014793"
"incident","B1","47006880"
"runs","A1","46971088"
"sick","A1","46951886"
"calendar","A2","46915584"
"electricity","B1","46898280"
"seriously","A2","46876670"
"unity","A2","46872779"
"intervention","A2","46871928"
"hit","A2","46838703"
"suffered","B1","46822670"
"noticed","A2","46816601"
"declaration","B1","46795001"
"universities","A2","46790738"
"bishop","B1","46770561"
"afraid","A1","46762302"
"transaction","A2","46720488"
"walking","A2","46698232"
"shipping","B2","46677106"
"attempted","A2","46661793"
"millions","A2","46654017"
"surely","B1","46614303"
"roots","A2","46613657"
"internet","A1","46602249"
"chapters","A2","46597142"
"ultimate","B2","46579790"
"chest","A2","46576338"
"producers","B1","46574348"
"theatre","A1","46567964"
"inc","A2","46565144"
"resolved","B1","46559154"
"reaching","A2","46538522"
"covers","A1","46535398"
"admission","B1","46518911"
"surrounding","B1","46476713"
"left","A2","46446168"
"ultimately","B2","46441203"
"confirmed","B1","46418412"
"transformation","B1","46406565"
"ion","A2","46381233"
"valve","A2","46376449"
"productivity","A2","46358499"
"driver","A1","46357465"
"moderate","B1","46329257"
"guidelines","B2","46322699"
"applying","A2","46293512"
"quarterly","A1","46266152"
"ton","B2","46249730"
"adjusted","A2","46235436"
"colleges","A1","46216234"
"near","B1","46209373"
"glad","A1","46208687"
"charter","A2","46200173"
"tobacco","B1","46196111"
"surplus","A2","46188499"
"clothes","A1","46181747"
"reply","A2","46172782"
"elections","B1","46171898"
"fingers","B1","46145002"
"measuring","B1","46134199"
"painting","A1","46079922"
"varying","B1","46056490"
"notion","B1","46010843"
"faced","A1","45971729"
"skill","A1","45957973"
"gene","B1","45936069"
"contractor","B2","45875563"
"cf","A2","45854770"
"hills","A1","45852962"
"comment","B1","45846159"
"pub","B1","45828374"
"networks","B1","45815758"
"unfortunately","A2","45779891"
"successfully","A2","45778402"
"attended","B1","45770589"
"characterized","B1","45751212"
"print","B1","45747260"
"lips","A2","45709201"
"mathematics","B1","45681040"
"promotion","B1","45626692"
"logic","B1","45619681"
"cut","B1","45595996"
"leaf","A1","45593120"
"availability","B2","45495323"
"wing","B1","45449166"
"varied","B2","45434689"
"nice","A1","45413366"
"boundaries","B1","45288331"
"correspondence","B2","45286673"
"display","A2","45249348"
"maintaining","B1","45180713"
"male","B1","45145351"
"shore","A2","45142137"
"currency","B1","45130889"
"struck","A2","45130860"
"imagine","A1","45076348"
"rail","B1","45076107"
"colonel","A2","45054819"
"app","A2","45022280"
"steady","B1","44992147"
"premises","B2","44975181"
"sounds","A2","44918694"
"dates","A2","44913896"
"negotiations","B1","44903044"
"liver","B1","44899080"
"lawrence","A2","44886297"
"amend","A2","44879711"
"journey","A2","44872946"
"dispute","B2","44822741"
"catholic","A2","44807336"
"disability","B1","44803065"
"spending","A1","44798254"
"compound","B1","44706380"
"profile","B2","44705003"
"vii","A2","44688374"
"flood","A2","44684455"
"teach","A1","44675276"
"shell","A2","44663261"
"raising","A2","44655047"
"virtue","B2","44651842"
"rarely","B1","44647173"
"turns","A1","44642763"
"lists","A2","44639286"
"pro","A2","44632278"
"contributed","B1","44622528"
"tension","B1","44609625"
"cards","A1","44604686"
"lateral","A2","44590135"
"passenger","A2","44579216"
"falling","A2","44568430"
"video","A1","44562129"
"anderson","A2","44541240"
"ms","A2","44539784"
"remarkable","B1","44530695"
"responsibilities","B1","44518868"
"thereafter","B2","44490627"
"investments","B2","44485596"
"inch","A2","44477870"
"perfectly","A2","44472075"
"claim","A2","44465346"
"tea","A1","44446689"
"operators","B2","44439991"
"atomic","B1","44423436"
"receipts","A2","44415617"
"straight","A2","44405862"
"allen","A2","44404026"
"leaves","A2","44403512"
"aged","A2","44396185"
"reserves","B1","44394517"
"catch","A1","44363978"
"attend","B1","44350294"
"easier","A1","44334796"
"poet","B1","44330630"
"zero","A2","44296894"
"stocks","B2","44269741"
"discussions","A2","44259145"
"drew","A1","44252901"
"healthy","A1","44251037"
"adapted","B1","44247015"
"lowest","A2","44241626"
"watched","A1","44224200"
"participate","B1","44216629"
"eligible","B2","44195656"
"taste","B1","44172374"
"pupils","B1","44169120"
"probable","B2","44165539"
"scotland","A2","44135516"
"harry","A2","44113178"
"therein","A2","44110807"
"gained","B1","44102810"
"respond","B1","44078265"
"remote","A2","44061309"
"centuries","A2","44030733"
"stars","A2","44018708"
"farmer","A1","44016283"
"ear","A1","44008156"
"differential","A2","43999520"
"prayer","B1","43983379"
"survival","B1","43979105"
"tells","A1","43958059"
"curves","B1","43954206"
"talk","B1","43924660"
"pilot","A2","43901881"
"impression","B1","43900069"
"samuel","A2","43895602"
"limitation","B1","43892240"
"populations","A2","43883948"
"owing","B1","43883609"
"headquarters","B2","43864475"
"prominent","B1","43859076"
"gap","B1","43847139"
